item_id,title,creator,type,genre,publication_date,page_count,average_rating
3850,Profound scalable analyzer,Christopher Hicks,book,non-fiction,2022-08-17,983,4.14
3851,Proactive radical software,Susan Cunningham,book,romance,2023-01-17,192,4.02
3856,Realigned global workforce,Jaclyn Watson,book,thriller,2021-02-25,845,3.43
3858,Enterprise-wide high-level secured line,Timothy Williams,book,romance,2020-03-30,729,3.43
3859,Public-key disintermediate definition,Michael Carr,book,fiction,2021-03-08,850,3.85
3860,Exclusive 5thgeneration workforce,Mr. Thomas Garcia,book,romance,2023-05-28,177,4.28
3861,Compatible attitude-oriented strategy,Brittany Riley,book,non-fiction,2024-02-17,342,4.79
3862,Synchronized multi-tasking methodology,James Gardner,book,thriller,2021-12-26,350,4.58
3864,Persistent zero-defect superstructure,Lori Mitchell,book,fiction,2021-11-28,600,4.45
3865,Team-oriented non-volatile service-desk,Michelle Mitchell,book,sci-fi,2021-04-19,324,3.32
3866,Managed logistical initiative,Paula Gentry,book,fiction,2022-11-22,684,3.67
3870,Future-proofed hybrid info-mediaries,Lisa Grant,book,fiction,2024-08-12,439,3.49
3874,Multi-layered 3rdgeneration monitoring,Richard Wood,book,fiction,2023-06-12,237,4.59
3875,Advanced object-oriented groupware,Gregory Madden,book,thriller,2024-08-01,983,3.11
3876,Secured fault-tolerant migration,Mario Young,book,fiction,2020-05-23,371,4.52
3877,Mandatory contextually-based task-force,Julian Williams,book,thriller,2021-12-14,576,4.04
3880,Organized contextually-based budgetary management,Kurt Hancock,book,thriller,2024-03-23,647,3.79
3881,Front-line 24/7 knowledgebase,Christopher Nelson,book,fiction,2024-04-22,306,3.03
3884,Networked bottom-line forecast,Francisco Johns,book,non-fiction,2020-03-21,315,4.74
3886,Exclusive dynamic utilization,Timothy Williams,book,non-fiction,2024-06-11,897,4.85
3888,Integrated didactic structure,Scott Anderson,book,mystery,2024-01-03,769,4.74
3891,Synergized 3rdgeneration algorithm,Michael Williams,book,fiction,2022-08-17,248,3.8
3893,Progressive heuristic concept,Amy Dougherty,book,thriller,2020-08-31,571,3.82
3896,Diverse demand-driven hierarchy,Mrs. Ashley Taylor,book,non-fiction,2024-01-14,142,3.24
3900,Proactive actuating budgetary management,Christopher Hicks,book,mystery,2022-06-11,313,4.07
3903,Mandatory user-facing circuit,Mary Lin,book,romance,2021-01-25,799,3.79
3905,Optional impactful software,Becky Wilson,book,non-fiction,2021-07-29,710,3.57
3906,Ergonomic content-based Local Area Network,Joseph Mayer,book,romance,2019-12-22,298,4.4
3907,Grass-roots analyzing project,James Stevens,book,mystery,2024-02-04,838,3.76
3910,Multi-layered fresh-thinking projection,Christine Zavala,book,romance,2022-07-21,608,4.65
3912,Polarized systemic conglomeration,Amy Hester,book,mystery,2023-08-09,662,3.65
3913,Cloned fault-tolerant contingency,Sonya Chavez,book,non-fiction,2021-07-22,317,4.69
3914,Switchable content-based capability,Richard Rodriguez,book,thriller,2022-01-31,897,3.31
3915,Robust exuding emulation,Stephanie Dominguez,book,fiction,2024-10-17,532,3.25
3917,Virtual hybrid moderator,Joseph Davis,book,romance,2023-12-27,162,3.89
3919,Automated dedicated capability,Emily Herrera,book,non-fiction,2020-12-11,229,4.72
3922,Up-sized 4thgeneration policy,Derek Frazier,book,thriller,2023-03-08,987,3.57
3923,Re-engineered uniform product,Teresa Horton,book,fiction,2024-03-27,730,3.73
3926,Front-line client-server concept,Todd Bishop,book,thriller,2020-09-16,897,5.0
3927,Team-oriented zero administration intranet,Kevin Hernandez,book,non-fiction,2021-02-02,352,3.5
3929,Enhanced 24hour forecast,Alyssa Peters,book,romance,2021-10-10,160,4.54
3932,Focused interactive interface,Toni Miller,book,mystery,2020-05-23,881,4.89
3933,Monitored 5thgeneration leverage,Alexis Rodriguez,book,romance,2021-12-10,143,4.09
3935,Enterprise-wide human-resource portal,Christopher Porter,book,fiction,2022-06-12,989,4.44
3938,Pre-emptive bottom-line collaboration,Michael Marsh,book,mystery,2021-12-09,181,4.94
3940,Realigned systematic open architecture,Michelle Krause,book,sci-fi,2023-02-12,279,3.23
3941,Enterprise-wide tertiary array,Duane Mccormick,book,romance,2024-10-10,545,3.36
3944,Fundamental zero-defect initiative,Michael Rodriguez,book,mystery,2022-05-08,303,5.0
3949,Robust explicit extranet,Timothy Smith,book,fiction,2024-12-10,372,3.81
3950,Monitored next generation secured line,Christopher Tate,book,mystery,2024-03-31,741,4.18
3952,Synergized responsive contingency,Brent Garcia,book,fiction,2020-11-06,358,3.07
3956,Sharable uniform matrices,Matthew Davis,book,thriller,2024-04-12,167,3.63
3957,Fully-configurable asymmetric project,Shane Short,book,romance,2020-07-12,723,4.0
3960,Adaptive mobile secured line,Richard Gutierrez,book,thriller,2021-07-13,166,3.4
3964,Enhanced impactful protocol,Stephanie Knight,book,romance,2020-03-29,372,3.5
3967,Cloned foreground superstructure,Brenda Copeland,book,fiction,2021-05-04,725,3.89
3968,Phased 6thgeneration hierarchy,Teresa Jones,book,mystery,2021-07-19,269,4.77
3970,Self-enabling stable architecture,Priscilla Floyd,book,sci-fi,2021-10-18,939,4.81
3972,Re-contextualized zero administration service-desk,Tiffany Anderson,book,thriller,2021-09-01,128,4.26
3977,Centralized mission-critical website,Mary Lin,book,thriller,2019-12-16,956,4.08
3981,Switchable background collaboration,John Ramirez,book,mystery,2021-06-29,634,4.03
3984,Re-contextualized secondary knowledgebase,Christian Prince,book,sci-fi,2021-12-26,585,3.64
3986,Down-sized interactive matrix,Michelle Brooks,book,mystery,2024-06-03,709,3.81
3988,Visionary contextually-based capacity,Dennis Blanchard,book,romance,2022-02-22,376,4.58
3991,Public-key regional leverage,Michael Brown,book,fiction,2023-03-15,373,3.09
3992,Operative heuristic encoding,Judith Miller,book,fiction,2024-02-28,364,4.81
3993,Expanded responsive software,Alexis Tucker,book,sci-fi,2022-10-25,215,3.71
3994,Total system-worthy function,Daniel Lee,book,romance,2020-12-20,757,3.5
3995,Robust background product,Richard Wood,book,thriller,2023-10-22,666,4.12
3996,Managed fault-tolerant core,Richard Munoz,book,mystery,2020-02-10,209,4.56
3997,Profound systematic success,Steven Taylor,book,thriller,2023-11-20,786,4.28
3998,Sharable full-range contingency,Greg Tanner,book,fiction,2021-02-14,719,4.85
4001,Pre-emptive homogeneous flexibility,Laura Robertson,book,mystery,2024-12-03,255,3.13
4002,Re-contextualized scalable knowledgebase,Sabrina Rodriguez,book,mystery,2023-12-15,204,3.77
4003,Horizontal mission-critical ability,Ashley Schaefer,book,mystery,2023-07-06,693,4.52
4005,Persistent hybrid function,James Stevens,book,romance,2021-07-02,908,4.56
4006,Synchronized well-modulated Internet solution,Toni Miller,book,romance,2022-06-09,813,4.0
4008,Integrated background instruction set,Marcus King,book,romance,2024-01-15,555,4.2
4009,Networked grid-enabled interface,Mary Lin,book,romance,2023-05-30,953,3.13
4010,Automated eco-centric groupware,Nathaniel Gilbert,book,fiction,2020-02-14,700,4.79
4013,User-centric human-resource flexibility,Nathaniel Gilbert,book,sci-fi,2022-10-13,836,3.82
4014,Seamless contextually-based Local Area Network,Ashley Blair,book,non-fiction,2022-03-01,144,4.84
4015,Customizable scalable open system,Laura Robertson,book,fiction,2023-03-17,510,3.66
4017,Inverse demand-driven application,David Walker,book,sci-fi,2023-06-07,248,3.52
4019,Multi-layered grid-enabled budgetary management,Melissa Jensen,book,mystery,2020-10-06,128,4.58
4020,Diverse maximized installation,Paul Stephens,book,fiction,2023-05-01,581,4.51
4021,Optimized exuding encoding,Darren Rodriguez,book,thriller,2024-11-23,166,4.54
4022,Intuitive reciprocal frame,Julia Reeves,book,romance,2024-07-15,651,4.15
4025,Open-source stable Internet solution,Bruce Hernandez,book,fiction,2021-03-13,553,3.54
4028,Function-based zero tolerance archive,Alexis Rodriguez,book,romance,2023-12-01,779,4.08
4031,Fully-configurable tertiary firmware,Ryan Mcmahon,book,fiction,2021-05-02,435,3.68
4032,Organized executive definition,Bethany Garcia,book,thriller,2022-10-31,150,3.22
4036,Managed motivating instruction set,Keith Hall,book,sci-fi,2020-08-06,799,4.46
4037,Up-sized mission-critical success,Aaron Young,book,romance,2024-08-19,870,4.54
4040,Diverse bi-directional access,Benjamin Smith,book,romance,2024-12-11,157,3.76
4041,Virtual object-oriented knowledge user,Sean Banks,book,romance,2020-08-07,771,4.3
4042,Team-oriented context-sensitive budgetary management,Jack Mills,book,mystery,2024-04-04,643,4.94
4043,Virtual 6thgeneration matrices,Anita Reyes,book,mystery,2021-08-04,485,5.0
4045,Triple-buffered zero tolerance installation,Nicole Acosta,book,fiction,2021-10-22,434,4.58
4046,Phased optimal capacity,Mary Williams,book,mystery,2024-04-02,422,3.85
4047,De-engineered 5thgeneration encryption,Thomas Sullivan,book,sci-fi,2020-01-03,448,4.08
4048,Innovative even-keeled open system,Michael Nixon,book,mystery,2022-02-13,886,3.64
4049,Innovative homogeneous architecture,Jorge Lee,book,romance,2020-09-12,924,4.22
4050,Seamless directional open system,Jesse Sampson,book,mystery,2020-03-24,364,4.6
4052,Customer-focused client-driven time-frame,Patrick Perez,book,mystery,2020-07-12,155,3.22
4054,Multi-channeled multi-tasking strategy,Christine Zavala,book,thriller,2022-12-06,535,3.32
4055,Ergonomic full-range paradigm,Jesse Riley,book,non-fiction,2021-08-23,401,3.36
4057,Optional attitude-oriented orchestration,Rebecca Edwards,book,non-fiction,2023-01-02,882,3.63
4058,Cloned empowering strategy,Ethan Delacruz,book,fiction,2021-10-04,180,3.35
4062,Expanded explicit contingency,April Finley,book,sci-fi,2020-11-28,592,4.42
4070,Assimilated 5thgeneration neural-net,Mark Mills,book,thriller,2023-12-01,495,4.73
4073,Reduced actuating collaboration,Nicole Johnson,book,romance,2024-05-21,811,4.5
4076,Fundamental content-based alliance,Michael Ortega,book,thriller,2021-06-19,476,3.57
4077,Intuitive analyzing collaboration,Patricia Williams,book,non-fiction,2021-02-05,990,3.39
4082,Exclusive client-driven model,Kim Beltran,book,thriller,2024-12-05,756,4.36
4083,Secured discrete access,Amber Butler,book,fiction,2020-08-21,296,4.74
4086,Focused 3rdgeneration definition,Samantha Cohen,book,fiction,2020-12-10,721,4.57
4090,Optimized client-server time-frame,Brent Rojas,book,non-fiction,2022-05-08,438,4.7
4094,Enhanced discrete support,Shane Short,book,mystery,2022-11-12,786,4.91
4095,Visionary empowering matrix,Robert Green,book,fiction,2020-10-22,945,4.06
4098,Persevering asymmetric website,Rachel Little,book,thriller,2022-11-12,766,4.51
4100,Universal cohesive complexity,Corey Cortez,book,sci-fi,2023-04-08,614,4.02
4101,De-engineered explicit application,Katherine Brown,book,thriller,2024-05-12,495,4.61
4103,Fundamental stable moratorium,Tamara Harris,book,thriller,2022-04-09,713,3.12
4106,Open-source bi-directional process improvement,Andre Terrell,book,fiction,2023-11-22,929,3.18
4108,Multi-lateral scalable moratorium,Susan Hogan,book,non-fiction,2021-02-03,951,4.11
4109,Organic coherent toolset,Michael Nixon,book,non-fiction,2023-05-07,633,3.47
4112,Balanced optimal toolset,Ricky Palmer,book,romance,2023-05-26,315,4.97
4114,Universal eco-centric middleware,Michael Barnes,book,fiction,2023-08-01,145,4.63
4115,Digitized dynamic matrix,Michael Marsh,book,non-fiction,2021-03-15,102,3.03
4117,Compatible contextually-based attitude,Charlotte Mason,book,romance,2020-08-09,961,4.26
4119,Profound 6thgeneration encoding,John Blair,book,romance,2023-06-11,185,4.64
4120,Team-oriented neutral instruction set,Larry Lane,book,fiction,2023-12-30,395,3.12
4123,Pre-emptive explicit solution,John Mayer,book,mystery,2020-02-19,531,4.57
4125,Customer-focused optimizing process improvement,Eric Cox,book,romance,2023-01-16,423,4.66
4128,Enhanced context-sensitive circuit,Dennis Blanchard,book,mystery,2024-06-26,437,4.9
4134,Multi-tiered content-based core,Karen Thomas,book,romance,2023-08-29,431,3.2
4136,Exclusive explicit frame,Mark Benjamin,book,romance,2021-06-19,115,3.73
4138,Proactive multimedia policy,Susan Cunningham,book,sci-fi,2022-11-09,647,4.45
4144,Function-based regional standardization,Jennifer Flores,book,sci-fi,2024-06-23,964,3.16
4145,Object-based interactive productivity,Richard Munoz,book,fiction,2023-04-01,809,4.19
4146,Diverse radical support,Richard Schneider,book,fiction,2021-07-16,235,3.86
4153,Diverse coherent parallelism,Brittany Young,book,non-fiction,2021-05-21,599,3.59
4157,Focused intermediate encryption,Susan Cunningham,book,romance,2022-04-10,588,3.67
4159,Secured uniform frame,Garrett Wilson,book,non-fiction,2023-04-12,207,4.65
4160,Enterprise-wide 6thgeneration Internet solution,Kim Beltran,book,mystery,2021-11-03,597,4.67
4161,Managed stable firmware,Wyatt Townsend II,book,romance,2023-01-28,229,3.01
4163,Cross-platform content-based database,Michael Tran,book,fiction,2023-07-30,851,3.1
4166,Face-to-face tertiary complexity,Robert Mclean,book,sci-fi,2020-04-11,281,4.01
4168,Cross-platform context-sensitive toolset,Heather Maldonado,book,thriller,2020-05-03,936,4.03
4169,User-friendly explicit migration,Linda Miller,book,thriller,2023-04-09,563,3.48
4170,Customizable transitional hub,Jonathan York,book,fiction,2022-08-25,498,4.88
4172,Open-architected exuding access,Heather Hernandez,book,mystery,2020-06-22,675,4.28
4175,Integrated web-enabled challenge,Julie Johnson,book,thriller,2024-02-22,188,3.63
4176,Synergistic 24hour analyzer,Brittany Young,book,fiction,2023-12-06,861,3.73
4184,Seamless client-server structure,Lisa Guerra,book,sci-fi,2024-08-10,452,3.26
4185,Digitized context-sensitive archive,Marco Davis,book,sci-fi,2020-12-03,884,3.23
4188,Extended bifurcated forecast,Steven Medina,book,thriller,2023-08-15,892,3.14
4189,Profound non-volatile throughput,Christian Prince,book,non-fiction,2024-04-07,460,4.55
4191,Organized coherent task-force,Julie Anderson,book,non-fiction,2021-12-27,902,4.58
4192,Seamless radical pricing structure,Megan Anderson,book,romance,2021-05-06,882,4.76
4193,Team-oriented multi-tasking attitude,Robert Walker,book,non-fiction,2023-03-20,530,4.06
4194,Profound tangible customer loyalty,Bruce Hernandez,book,romance,2020-07-05,545,3.08
4195,Reactive 3rdgeneration approach,Whitney Gomez,book,romance,2021-01-19,661,3.44
4198,Centralized 24hour hardware,Steven Taylor,book,thriller,2024-08-21,970,3.6
4200,Quality-focused hybrid core,Kim James,book,mystery,2024-04-27,821,3.1
4201,Adaptive fresh-thinking product,Erika Gonzalez,book,mystery,2020-03-09,460,3.16
4206,Re-contextualized zero administration pricing structure,Andre Terrell,book,fiction,2020-04-08,185,4.99
4207,Organized hybrid monitoring,Martin Fitzpatrick,book,sci-fi,2023-06-12,197,4.2
4209,Fully-configurable discrete conglomeration,Laura Bush,book,fiction,2024-03-05,803,4.41
4210,Expanded motivating pricing structure,Sean Banks,book,sci-fi,2024-06-03,834,4.24
4212,Open-source value-added artificial intelligence,Anna Evans,book,fiction,2022-06-26,184,4.33
4213,Sharable bifurcated product,Steven Medina,book,mystery,2024-10-10,903,4.59
4215,Persevering bi-directional encryption,Julian Williams,book,thriller,2022-02-16,151,3.16
4216,Integrated zero-defect benchmark,Nathaniel Gilbert,book,thriller,2019-12-17,287,4.81
4217,Compatible content-based collaboration,Steven Taylor,book,thriller,2023-04-11,802,4.37
4218,Diverse dedicated definition,Vanessa Harris,book,romance,2023-07-17,447,3.06
4219,Distributed bandwidth-monitored service-desk,Marco Davis,book,sci-fi,2022-08-29,202,4.53
4221,Enterprise-wide maximized support,Mrs. Bethany Phillips,book,thriller,2022-12-16,860,4.18
4222,Cloned multi-tasking matrices,Ethan Delacruz,book,non-fiction,2021-08-01,782,4.5
4223,Virtual user-facing standardization,Christina Mills,book,sci-fi,2020-01-21,394,4.91
4232,Operative optimal monitoring,Michael Mills,book,sci-fi,2023-03-05,598,4.14
4240,Seamless motivating parallelism,Richard Munoz,book,non-fiction,2022-10-14,442,3.66
4241,Diverse global Graphic Interface,Vanessa Harris,book,mystery,2021-01-27,948,3.02
4242,Future-proofed static Internet solution,Christopher Hicks,book,mystery,2023-02-05,361,3.26
4243,Advanced well-modulated intranet,Anthony Simmons,book,fiction,2023-08-25,570,4.07
4244,Devolved optimal portal,Zachary Daugherty,book,thriller,2020-01-26,291,4.32
4246,Secured incremental interface,Daniel Lopez,book,fiction,2022-11-28,171,3.03
4248,Secured hybrid matrix,Mark Dalton,book,fiction,2020-01-24,464,3.49
4251,Realigned heuristic software,Larry Lane,book,sci-fi,2023-01-17,554,3.44
4252,Re-engineered executive initiative,Cassie Lutz,book,fiction,2021-05-02,388,4.79
4253,Profound content-based website,Michael Keller,book,sci-fi,2022-12-31,442,4.51
4257,Reduced national workforce,Janet Shelton,book,non-fiction,2022-08-16,529,4.34
4259,Assimilated empowering frame,Heather Maldonado,book,non-fiction,2021-07-15,179,3.51
4261,Object-based 24/7 Graphic Interface,Kim James,book,fiction,2024-10-12,193,4.6
4263,Persevering 6thgeneration infrastructure,Patrick Perez,book,non-fiction,2021-12-16,201,4.29
4266,Function-based heuristic model,Michael Rodriguez,book,thriller,2020-06-23,474,4.13
4267,Face-to-face 24hour open architecture,James Randall,book,fiction,2024-05-05,615,3.87
4270,Quality-focused neutral encoding,Arthur Reed,book,thriller,2023-01-19,196,3.76
4272,User-friendly bi-directional neural-net,Veronica Berry,book,thriller,2021-09-11,718,4.72
4273,Front-line 24/7 collaboration,Angela May MD,book,romance,2024-08-01,258,4.02
4277,Open-architected bi-directional parallelism,Amanda Thomas,book,non-fiction,2024-05-26,729,3.59
4278,Vision-oriented radical help-desk,Cassie Lutz,book,non-fiction,2023-03-08,238,4.32
4279,Ameliorated heuristic info-mediaries,Kelly Rowe,book,fiction,2021-06-02,384,3.56
4284,Ameliorated solution-oriented capability,Vanessa Harris,book,non-fiction,2022-08-11,151,3.55
4286,Assimilated bifurcated product,Samantha Howard,book,non-fiction,2023-09-16,812,4.75
4287,Optimized holistic solution,Donald Terry,book,non-fiction,2020-07-27,142,4.8
4289,Function-based clear-thinking policy,Kelly Rowe,book,sci-fi,2022-12-07,301,3.01
4293,Automated homogeneous circuit,Mary Lin,book,thriller,2023-11-23,265,4.98
4294,De-engineered bifurcated Graphic Interface,Kimberly Norton,book,thriller,2024-07-04,860,3.15
4295,Seamless radical Internet solution,Robert Mclean,book,romance,2024-04-26,141,4.72
4296,Devolved foreground interface,Eugene Martinez,book,romance,2023-10-19,323,3.24
4298,Managed disintermediate data-warehouse,Joshua Richardson,book,sci-fi,2024-08-13,266,3.3
4299,Stand-alone stable frame,Stacy Harper,book,non-fiction,2022-02-26,221,3.84
4300,Assimilated empowering methodology,Christine Taylor,book,mystery,2021-06-29,515,4.11
4301,Networked exuding moratorium,Joseph Mayer,book,sci-fi,2021-05-26,961,4.94
4302,Inverse holistic policy,Janet Shelton,book,fiction,2021-01-26,492,3.47
4303,Optional fresh-thinking concept,Scott Stephens,book,fiction,2020-06-09,684,4.02
4304,Focused national definition,Jennifer Flores,book,fiction,2021-07-09,410,4.16
4306,Upgradable grid-enabled data-warehouse,Grace Miller,book,sci-fi,2020-06-18,301,4.37
4308,Fully-configurable hybrid capacity,David Walker,book,thriller,2023-04-01,719,3.75
4309,Cross-group asymmetric structure,Jesse Wright,book,non-fiction,2023-11-08,494,3.27
4311,Persistent modular complexity,Heather Hernandez,book,sci-fi,2022-01-31,781,3.27
4313,Fully-configurable regional hardware,Marcus King,book,fiction,2022-09-26,795,4.03
4317,Intuitive bandwidth-monitored initiative,Jennifer Vasquez,book,thriller,2020-07-14,186,4.32
4319,Configurable local architecture,Michele Edwards,book,non-fiction,2020-03-25,837,4.93
4322,Persevering fault-tolerant flexibility,Alexander Garrett,book,fiction,2022-04-25,928,4.38
4323,Virtual high-level productivity,Mr. Bryan Mckinney,book,mystery,2021-01-11,968,4.34
4324,Visionary client-server framework,Ethan Delacruz,book,mystery,2022-02-23,836,3.53
4327,Decentralized heuristic paradigm,Teresa Jones,book,thriller,2021-06-16,916,4.98
4329,Robust demand-driven alliance,Michele Edwards,book,sci-fi,2021-08-16,479,4.13
4333,Front-line secondary model,Corey Cortez,book,thriller,2024-07-19,108,4.15
4336,Realigned asymmetric help-desk,Micheal Perkins,book,mystery,2023-12-06,689,3.76
4337,Polarized needs-based leverage,Karen Thomas,book,non-fiction,2020-12-08,215,4.71
4338,Horizontal next generation Internet solution,Tina Reynolds,book,mystery,2020-11-16,239,3.48
4340,Organic system-worthy function,Sandra Torres,book,mystery,2021-12-31,153,5.0
4343,Profound non-volatile benchmark,John Bell,book,non-fiction,2021-09-26,835,4.62
4344,Synergized mission-critical core,Amy Kennedy,book,non-fiction,2021-06-02,773,4.54
4345,Multi-tiered modular array,Dennis Cooper PhD,book,thriller,2023-08-20,118,3.06
4348,Integrated directional database,Jennifer Cooper,book,romance,2024-01-10,557,3.18
4353,Business-focused national policy,Carolyn Cordova,book,non-fiction,2022-09-23,990,4.3
4355,Focused systemic strategy,Jesus Jackson,book,non-fiction,2021-08-28,327,4.81
4356,Cross-platform tertiary artificial intelligence,Susan Hogan,book,romance,2022-08-29,540,3.8
4357,Open-source stable model,Victoria Webb,book,non-fiction,2021-05-29,579,3.01
4358,Horizontal composite projection,Zachary Daugherty,book,thriller,2021-06-06,947,3.09
4362,Multi-layered leadingedge concept,Kimberly Norton,book,non-fiction,2022-10-06,846,3.26
4363,Multi-layered zero-defect matrix,Jason Oliver,book,sci-fi,2021-08-07,778,4.69
4364,Triple-buffered object-oriented hardware,Kevin Hernandez,book,fiction,2023-09-23,718,3.6
4366,Reverse-engineered actuating conglomeration,Ann Kennedy,book,romance,2020-09-03,925,4.26
4367,Organic value-added paradigm,Amanda Nash,book,fiction,2022-04-09,303,3.24
4368,Public-key real-time protocol,Michael Stewart,book,mystery,2024-06-11,826,3.31
4370,Quality-focused content-based productivity,Dorothy Brown,book,thriller,2022-12-31,976,3.97
4371,Organized attitude-oriented Local Area Network,Kevin Marquez,book,thriller,2020-01-11,482,4.93
4372,Managed web-enabled paradigm,Hannah Martin,book,thriller,2022-08-08,799,3.43
4373,Fundamental full-range workforce,Amber Butler,book,non-fiction,2020-06-13,755,4.39
4377,Sharable 4thgeneration database,Emily Herrera,book,sci-fi,2022-08-06,537,3.17
4378,Mandatory web-enabled Internet solution,Joseph Cook,book,sci-fi,2024-03-14,506,3.18
4379,Customizable zero-defect artificial intelligence,Michael Keller,book,sci-fi,2022-11-06,146,4.02
4380,Seamless mobile monitoring,Cassandra Vasquez,book,fiction,2020-05-09,882,4.01
4381,Mandatory object-oriented access,Mr. Thomas Garcia,book,non-fiction,2024-05-24,490,3.08
4382,Ameliorated user-facing utilization,Teresa Horton,book,non-fiction,2023-01-16,505,3.2
4387,Multi-layered background product,Greg Osborne,book,sci-fi,2024-02-07,305,3.65
4397,Optimized 6thgeneration orchestration,Steven Taylor,book,non-fiction,2020-04-01,168,4.71
4398,Progressive fresh-thinking monitoring,Christine Taylor,book,mystery,2023-12-12,506,4.37
4399,Profit-focused transitional capability,Kelly Liu,book,non-fiction,2020-03-03,106,3.97
4400,Inverse analyzing challenge,Daniel Lopez,book,romance,2021-06-14,412,4.54
4402,Mandatory tangible utilization,Brandon Brown,book,sci-fi,2023-11-22,278,3.8
4403,Proactive demand-driven implementation,Larry Harding,book,mystery,2023-09-29,779,3.8
4405,Monitored multimedia success,Erin Watkins,book,mystery,2022-12-15,909,3.95
4406,Re-contextualized dynamic database,Cheryl Mclean,book,romance,2021-09-21,174,4.6
4412,Front-line optimal matrix,Jason Rocha,book,non-fiction,2022-10-18,161,3.95
4413,Multi-channeled grid-enabled utilization,Richard Hunt,book,fiction,2024-05-05,359,3.34
4416,Profound disintermediate leverage,Micheal Perkins,book,non-fiction,2022-05-22,685,3.49
4421,Function-based asymmetric strategy,Haley May,book,thriller,2023-05-16,498,4.35
4422,Compatible 5thgeneration benchmark,Christina Bates,book,mystery,2023-01-28,812,4.15
4424,Expanded full-range monitoring,Joseph Mayer,book,thriller,2024-04-26,312,4.88
4426,Balanced holistic capability,Derrick Gutierrez,book,thriller,2020-02-22,888,3.76
4427,Synchronized next generation moratorium,Charlotte Mason,book,romance,2019-12-18,788,4.45
4429,Pre-emptive intangible database,Brenda Gallegos,book,romance,2022-01-25,170,3.7
4430,Profound bi-directional firmware,Susan Torres,book,sci-fi,2023-02-15,926,3.76
4432,Versatile optimal emulation,Alexander Clark,book,thriller,2022-12-01,151,3.0
4433,Extended 3rdgeneration orchestration,Sabrina Rodriguez,book,sci-fi,2022-01-06,505,3.61
4436,Self-enabling system-worthy ability,Julie Johnson,book,non-fiction,2022-10-21,494,4.78
4437,Enhanced motivating monitoring,Joseph Cook,book,mystery,2023-10-10,978,3.66
4438,Grass-roots reciprocal migration,Eric Rodriguez,book,mystery,2022-03-25,422,4.4
4439,Future-proofed foreground system engine,Mario Young,book,romance,2024-10-05,856,3.77
4440,Customizable tertiary encoding,Robert Green,book,romance,2024-02-11,290,4.93
4441,Visionary full-range monitoring,Jennifer Moss,book,thriller,2023-09-13,679,4.3
4442,Persevering client-driven matrix,Brian Mendoza,book,sci-fi,2020-07-28,328,3.64
4443,Future-proofed dedicated adapter,Zachary Santiago,book,romance,2023-03-02,577,4.44
4444,Optimized neutral open architecture,Jessica Haas,book,fiction,2024-11-18,265,4.06
4445,Customer-focused web-enabled info-mediaries,Richard Wood,book,non-fiction,2024-02-26,536,3.6
4449,Cloned motivating methodology,Michael Henry,book,mystery,2020-12-25,871,3.52
4451,Profound directional superstructure,Stephanie Mahoney,book,mystery,2021-02-15,726,3.24
4453,Advanced eco-centric attitude,Mr. Bryan Mckinney,book,mystery,2021-02-12,382,4.16
4454,Advanced real-time access,Michael Tran,book,mystery,2023-01-26,998,3.82
4455,Customizable grid-enabled core,Mr. Jimmy Flores Jr.,book,thriller,2022-07-09,956,4.31
4458,Down-sized 6thgeneration firmware,Michael Tran,book,thriller,2020-04-17,937,4.07
4460,Up-sized solution-oriented help-desk,James Stevens,book,fiction,2022-03-17,878,4.14
4461,Devolved 24hour flexibility,Manuel Diaz,book,non-fiction,2023-09-30,217,4.72
4464,Future-proofed bandwidth-monitored open system,Jamie Snyder,book,sci-fi,2021-01-11,919,4.17
4466,Reactive secondary archive,Erika Daugherty,book,sci-fi,2020-04-02,968,3.61
4468,Sharable client-server circuit,Ethan Delacruz,book,non-fiction,2023-09-17,854,4.75
4469,Quality-focused maximized algorithm,Diana Johnson,book,fiction,2022-11-23,308,4.47
4470,User-centric next generation leverage,Lisa Guerra,book,sci-fi,2020-09-16,985,3.71
4473,Proactive exuding utilization,Jason Rocha,book,fiction,2020-09-04,687,4.22
4475,Team-oriented secondary service-desk,Brian Mendoza,book,mystery,2021-01-09,506,3.78
4476,Operative bandwidth-monitored benchmark,Richard Gutierrez,book,romance,2022-08-16,663,3.74
4478,Multi-tiered multi-tasking Internet solution,Nicole Johnson,book,thriller,2020-06-14,238,3.07
4479,Multi-tiered didactic application,John Bell,book,sci-fi,2022-05-01,399,3.37
4480,Distributed needs-based initiative,Abigail Baird,book,fiction,2022-03-14,119,3.6
4485,Multi-lateral dedicated installation,Evan Cooper,book,romance,2024-10-01,151,3.31
4487,Phased real-time functionalities,Anthony Simmons,book,fiction,2020-02-08,576,3.53
4489,Re-contextualized 24/7 algorithm,Willie Lara,book,mystery,2023-12-13,148,3.33
4491,Versatile zero-defect alliance,Cody Hart,book,mystery,2023-03-25,847,4.74
4494,Profound methodical archive,Mr. Joel Peters,book,sci-fi,2023-03-26,687,4.98
4495,Proactive client-server contingency,Rachel Jones,book,fiction,2020-07-22,335,3.04
4496,Function-based foreground strategy,Donna Johnson,book,sci-fi,2023-10-29,551,3.14
4499,Cloned methodical ability,Dominique Hamilton,book,mystery,2022-03-25,868,4.63
4500,Integrated dynamic installation,Eugene Martinez,book,fiction,2020-03-23,277,3.56
4501,Digitized directional task-force,Christine Taylor,book,fiction,2021-06-18,277,4.82
